"id";"district";"alt_names";"comments";"province";"typeEng";"TYPenATIVE";"Latitude";"Longitude";"precision";"xmax";"xmin";"ymax";"ymin"
"17506";"Hannäs";\N;"Härad: Norra Tjust";"Småland";"parish";"socken";"58,19269";"16,33995";"8847";"16,45175";"16,22815";"58,27181";"58,11724"
"17507";"Haurida";\N;"Härad: Norra Vedbo";"Småland";"parish";"socken";"57,89216";"14,52925";"5441";"14,61592";"14,47708";"57,93907";"57,85401"
"17508";"Hemmesjö";"Hemsjö";"1854 införlivade Hemmesjö församling Tegnaby församling och bildade Hemmesjö med Tegnaby församling (Wikipedia). Här räknas Hemmesjö och Tegnaby som olika socknar. Härad: Konga";"Småland";"parish";"socken";"56,86444";"14,95652";"7390";"15,01227";"14,88739";"56,92536";"56,80209"
"17509";"Herråkra";\N;"Socknen bildades omkring 1620 genom en utbrytning ur Dädesjö socken (Wikipedia). Härad: Uppvidinge";"Småland";"parish";"socken";"56,89122";"15,21398";"8409";"15,28548";"15,13278";"56,96592";"56,83043"
"17510";"Hinneryd";\N;"Härad: Sunnerbo";"Småland";"parish";"socken";"56,59614";"13,57484";"14342";"13,77086";"13,39758";"56,67741";"56,51712"
"17511";"Hjorted";"Hjorthed";"1884 överfördes Hjortedsdelen av Ankarsrums bruk till Hallingebergs socken (Wikipedia). Härad: Södra Tjust";"Småland";"parish";"socken";"57,61338";"16,32883";"15804";"16,58193";"16,11714";"57,73259";"57,51622"
"17512";"Hjortsberga";\N;"Härad: Allbo";"Småland";"parish";"socken";"56,90667";"14,41395";"9850";"14,53055";"14,28996";"56,99134";"56,84717"
"17513";"Hjälmseryd";"Hjelmseryd";"1947 överfördes ett område omfattande 5,74 km², bestående av hemmanen Ljungsåsa och Boo samt den del av Lammhult som låg i Jönköpings län från Hjälmseryds socken till Aneboda socken i Kronobergs län. 1958 överfördes Stockarydsdelen av Rörviks samhälle till Hjälmseryds socken (Wikipedia). Härad: Västra";"Småland";"parish";"socken";"57,233";"14,50395";"14313";"14,61204";"14,38961";"57,35868";"57,14353"
"17514";"Hornaryd";\N;"Härad: Uppvidinge";"Småland";"parish";"socken";"57,11526";"14,96729";"4266";"15,02222";"14,90825";"57,14218";"57,08509"
"17515";"Hossmo";\N;"Härad: Södra Möre";"Småland";"parish";"socken";"56,63218";"16,259";"6322";"16,3587";"16,19635";"56,66374";"56,60974"
"17516";"Hovmantorp";"Hofmantorp";"Härad: Konga";"Småland";"parish";"socken";"56,77098";"15,19699";"10124";"15,36084";"15,06532";"56,83563";"56,69396"
"17517";"Hult";\N;"Härad: Södra Vedbo";"Småland";"parish";"socken";"57,63873";"15,15451";"8835";"15,26751";"15,05887";"57,71712";"57,56281"
"17518";"Hultsjö";\N;"Härad: Västra";"Småland";"parish";"socken";"57,27013";"14,69627";"9100";"14,7903";"14,60679";"57,33976";"57,20299"
"17519";"Huskvarna";"Husqvarna, Husquarna";"Huskvarna stad bildades 1911 genom en ombildning av Huskvarna köping som i sin tur bildats 1907 genom en utbrytning ur Hakarps landskommun (Wikipedia).";"Småland";"town/borough";"stad";"57,78762";"14,27015";"3300";"14,29773";"14,24847";"57,81711";"57,7627"
"17520";"Hylletofta";\N;"Härad: Västra";"Småland";"parish";"socken";"57,43763";"14,49154";"6236";"14,56828";"14,4246";"57,49079";"57,38634"
"17521";"Hånger";\N;"Härad: Östbo";"Småland";"parish";"socken";"57,07565";"13,95359";"5786";"14,02433";"13,89008";"57,12191";"57,02935"
"17522";"Hälleberga";"Helleberga";"Härad: Uppvidinge";"Småland";"parish";"socken";"56,86549";"15,66667";"10441";"15,7992";"15,51928";"56,9297";"56,78067"
"17523";"Härlunda";\N;"Härad: Allbo";"Småland";"parish";"socken";"56,51278";"14,50341";"9007";"14,60602";"14,3985";"56,58127";"56,44394"
"17524";"Härlöv";"Härlöf";"Härad: Allbo";"Småland";"parish";"socken";"56,95818";"14,64326";"2857";"14,68219";"14,60382";"56,98232";"56,93303"
"17525";"Hässleby";"Hesselby, Hässelby, Hessleby";"År 1885 överfördes från Hässleby socken till Kråkshults socken 1/4 mantal Vada och från Kråkshult till Hässleby 1/4 mantal Lilla Funghult nr 1 jämte utjord (Wikipedia).";"Småland";"parish";"socken";"57,60552";"15,53392";"7907";"15,66567";"15,40545";"57,6664";"57,54764"
"17526";"Högsby";\N;"Långemåla socken (Böta fjärding) bröts ut ur Högsby socken, som annexförsamling 1732 och jordebokssocknen 1740 (Wikipedia). Byarna Alebohult och Forshult som tidigare tillhörde Högsby socken, överfördes 1801 till Döderhults socken. Likaså överfördes byarna Hammarsbo och Möckhult 1828 till Döderhult, och Gällnebo 1886 till Döderhult. Till Fagerhults socken överfördes 1816 byarna Klo och Århult och 1816 överfördes byn Höboda till Kråksmåla socken. Från Fliseryds socken överfördes byarna Åsebo och Libbeböle från Högsby socken 1819 (Wikipedia).";"Småland";"parish";"socken";"57,15049";"16,01647";"19751";"16,2033069677401";"15,8129881386863";"57,2645528355023";"56,9733600313153"
"17527";"Höreda";\N;"Härad: Södra Vedbo";"Småland";"parish";"socken";"57,60779";"14,97386";"11112";"15,10101";"14,788";"57,68348";"57,53573"
"17528";"Ingatorp";\N;"Härad: Södra Vedbo";"Småland";"parish";"socken";"57,66107";"15,34261";"10985";"15,49681";"15,16985";"57,71496";"57,58792"
"17529";"Jälluntofta";"Jällundtofta";"Härad: Västbo";"Småland";"parish";"socken";"57,04799";"13,52241";"6693";"13,60794";"13,43974";"57,0874";"57,00607"
"17530";"Järeda";\N;"Härad: Aspeland";"Småland";"parish";"socken";"57,41044";"15,57504";"7904";"15,66037";"15,49515";"57,46825";"57,33997"
"17531";"Järsnäs";"Jersnäs";"Härad. Tveta";"Småland";"parish";"socken";"57,80088";"14,56632";"8191";"14,65356";"14,49543";"57,87342";"57,73412"
"17532";"Järstorp";"Jerdstorp, Jerstorp";"Härad: Tveta";"Småland";"parish";"socken";"57,79779";"14,06657";"6206";"14,15673";"14,00941";"57,8262";"57,76103"
"17533";"Jät";"Jäth";"Härad: Kinnevald";"Småland";"parish";"socken";"56,6737";"14,80537";"5753";"14,86625";"14,73976";"56,72374";"56,6287"
"17534";"Jönköping";"Junecopiam, Ljungarum";"Ljungarums socken uppgick 1910 i Jönköpings stad (Wikipedia). Här räknas Ljungarum socken som en del av Jönköpings stad.";"Småland";"town/borough";"stad";"57,77184";"14,17784";"6917";"14,25662";"14,09764";"57,82689";"57,72898"
"17535";"Kalmar";"Calmar, Calmariae, 	Calmaria";"socknen upgick 1925 i Kalmar stad (Wikipedia). Härad: Norra Möre. Här räknas Kalmar stad som en del av socknen.";"Småland";"parish";"socken";"56,66715";"16,36147";"6788";"16,43466";"16,27725";"56,71291";"56,61791"
"17536";"Kalvsvik";"Kalfsvik, Kalfvik";"Härad: Kinnevald";"Småland";"parish";"socken";"56,6938";"14,7119";"7134";"14,78259";"14,63274";"56,74974";"56,63023"
"17537";"Karlslunda";"Carlslunda";"Församlingen utbröts på 1650-talet ur Arby församling som en kapellförsamling med namnet Arby kapell. 1868 blev församlingen kyrksocken, och 1880 jordebokssocken (Wikipedia). Härad: Södra Möre";"Småland";"parish";"socken";"56,55578";"15,88206";"9227";"16,02021";"15,74155";"56,60776";"56,51237"
"17538";"Karlstorp";\N;"Hemmanet Lavekulla hörde till 1887 till Järeda socken (Wikipedia). Härad: Östra";"Småland";"parish";"socken";"57,50191";"15,53445";"10188";"15,65481";"15,36533";"57,56189";"57,43492"
"17539";"Kläckeberga";\N;"Byn Ingelsryd överfördes 1795 både kyrkligt och kameralt från Kläckeberga till Kristvalla socken (Wikipedia). Härad: Norra Möre";"Småland";"parish";"socken";"56,71958";"16,32667";"9895";"16,46302";"16,16522";"56,75161";"56,68229"
"17540";"Korsberga";\N;"Härad: Östra";"Småland";"parish";"socken";"57,28489";"15,13617";"9447";"15,23459";"15,02349";"57,35116";"57,20759"
"17541";"Kristdala";"Christdala";"Åskögle by överflyttdes från Mörlunda socken till Kristdala 1884 (Wikipedia). Härad: Tunalän";"Småland";"parish";"socken";"57,40638";"16,20842";"16026";"16,4578";"15,9836";"57,5242";"57,29952"
"17542";"Kristvalla";"Christvalla";"1795 överfördes även byn Ingelsryd från Kläckeberga socken (Wikipedia). Härad: Norra Möre";"Småland";"parish";"socken";"56,81681";"16,02357";"11132";"16,13067";"15,89034";"56,88619";"56,73741"
"17543";"Kråkshult";"Kråxhult, Krockshult";"År 1885 överfördes från Hässleby socken till Kråkshult 1/4 mantal Vada och från Kråkshult till Hässleby 1/4 mantal Lilla Funghult nr 1 jämte utjord (Wikipedia). Härad: Östra";"Småland";"parish";"socken";"57,54461";"15,41932";"8871";"15,51181";"15,31003";"57,59953";"57,48815"
"17544";"Kråksmåla";"Kråxmåla, Kroksmåla";"Byn Höboda tillhörde fram till 1816 Högsby socken såväl kyrkligt som kameralt (Wikipedia). Härad Handbörd";"Småland";"parish";"socken";"57,01132";"15,89253";"11358";"16,01168";"15,72989";"57,08938";"56,91616"
"17545";"Kulltorp";\N;"Härad: Västbo";"Småland";"parish";"socken";"57,27956";"13,7965";"9950";"13,89913";"13,7067";"57,3333";"57,19029"
"17546";"Kvenneberga";\N;"Härad: Allbo";"Småland";"parish";"socken";"56,96528";"14,50115";"5802";"14,55611";"14,41816";"56,99282";"56,91392"
"17547";"Kållerstad";\N;"Härad: Västbo";"Småland";"parish";"socken";"57,09459";"13,57075";"5020";"13,6364";"13,48968";"57,12607";"57,05966"
"17548";"Kånna";\N;"Härad: Sunnerbo";"Småland";"parish";"socken";"56,7791";"13,89758";"7374";"13,98222";"13,82766";"56,83237";"56,71731"
"17549";"Källeryd";"Kjellerö";"Härad: Mo";"Småland";"parish";"socken";"57,39578";"13,65347";"9345";"13,71603";"13,56804";"57,47867";"57,34163"
"17550";"Kärda";\N;"Härad: Östbo";"Småland";"parish";"socken";"57,19022";"13,91246";"10981";"13,99665";"13,82843";"57,28853";"57,1065"
"17551";"Kävsjö";"Käfsjö";"Härad: Östbo";"Småland";"parish";"socken";"57,32336";"13,93862";"8331";"14,05957";"13,83715";"57,38778";"57,25192"
"17552";"Lannaskede";\N;"Härad: Östra";"Småland";"parish";"socken";"57,3625";"14,8922";"10673";"15,02843";"14,8184";"57,39321";"57,29522"
"17553";"Lekaryd";\N;"Härad: Albo";"Småland";"parish";"socken";"56,93774";"14,58704";"5780";"14,65689";"14,51728";"56,98732";"56,90113"
"17554";"Lekeryd";\N;"Härad: Tveta";"Småland";"parish";"socken";"57,76589";"14,43381";"6829";"14,5245";"14,34258";"57,81693";"57,72041"
"17555";"Lemnhult";\N;"Härad: Östra";"Småland";"parish";"socken";"57,27232";"15,28315";"7261";"15,39247";"15,19706";"57,31874";"57,22035"
"17556";"Lenhovda";"Lenhofda, Lenhöfda";"Lenhovda socken ombildades1957 till Lenhovda köping (Wikipedia). Härad: Uppvidinge";"Småland";"parish";"socken";"56,96588";"15,36357";"12791";"15,52128";"15,22338";"57,07896";"56,85307"
"17557";"Lidhult";\N;"Härad: Sunnerbo";"Småland";"parish";"socken";"56,82199";"13,40408";"8639";"13,51904";"13,29816";"56,88053";"56,75617"
"17558";"Linderås";\N;"Härad: Norra Vedbo";"Småland";"parish";"socken";"58,00653";"14,79483";"11039";"14,88788";"14,71485";"58,10382";"57,93017"
"17559";"Linneryd";\N;"Härad: Konga";"Småland";"parish";"socken";"56,62705";"15,16989";"13242";"15,33689";"15,02305";"56,72093";"56,51585"
"17560";"Ljuder";\N;"Härad: Konga";"Småland";"parish";"socken";"56,68795";"15,34197";"9690";"15,42512";"15,22978";"56,75797";"56,60168"
"17561";"Ljungby [Kalmar kommun]";"Ljungby";"Härad: Södra Möre";"Småland";"parish";"socken";"56,65046";"16,14861";"12970";\N;\N;\N;\N
"17562";"Ljungby [Ljungby kommun]";"Ljungby";"Ljungby stad bildades 1936 genom en ombildning av Ljungby landskommun (Wikipedia). Härad: Sunnerbo. Här räknas Ljungby stad som en del av Ljunby socken.";"Småland";"parish";"socken";"56,8395";"13,93248";"6567";\N;\N;\N;\N
"17563";"Locknevi";\N;"Härad: Södra Tjust";"Småland";"parish";"socken";"57,77411";"16,06419";"11503";"16,18266";"15,94417";"57,87594";"57,67989"
"17564";"Lofta";\N;"Härad: Norra Tjust";"Småland";"parish";"socken";"57,90118";"16,51438";"18651";"16,67786";"16,34773";"58,00505";"57,75741"
"17565";"Loftahammar";\N;"Loftahammars socken bildades 1609 genom en utbrytning ur Lofta socken (Wikipedia). Härad: Norra Tjust";"Småland";"parish";"socken";"57,88303";"16,7467";"17277";"16,90457";"16,57227";"58,02674";"57,72929"
"17566";"Lommaryd";\N;"Härad: Norra Vedbo";"Småland";"parish";"socken";"57,88935";"14,72196";"8676";"14,83813";"14,58584";"57,95911";"57,83828"
"17567";"Långaryd";\N;"Härad: Västbo";"Småland";"parish";"socken";"57,04269";"13,33309";"13778";"13,50266";"13,11866";"57,11393";"56,94723"
"17568";"Långasjö";\N;"Härad: Konga";"Småland";"parish";"socken";"56,56801";"15,42969";"10756";"15,5341";"15,33737";"56,64792";"56,48174"
"17569";"Långemåla";\N;"Långemåla socken är bildad 1740 som en utbrytning ur Högsby socken. Den blev annexförsamling 1732 och egen jordebokssocken 1740 (Wikipedia). Härad: Handbörd";"Småland";"parish";"socken";"57,03329";"16,1402";"9186";"16,27497";"16,02812";"57,11507";"56,96534"
"17570";"Lönneberga";"Lönnberga";"1884 (1885?) överfördes byarna Katebo, Livarp och Sjöarp till Lönneberga från Hässleby skate i Södra Vedbo härad (Wikipedia). Härad: Aspeland";"Småland";"parish";"socken";"57,54242";"15,69555";"8814";"15,8406";"15,57653";"57,60398";"57,47774"
"17571";"Madesjö";\N;"Byarna Högerås och Sigtingryd som ursprungligen hörde till Madesjö socken överfördes 1817 till Kristvalla socken i kyrkligt avseende och i kameralt 1877 (Wikipedia). Nybro bildade enligt beslut 1865 en municipalköping i Madesjö landskommun och socken (Wikipedia). Härad: Södra Möre";"Småland";"parish";"socken";"56,77777";"15,85743";"14977";"16,0437";"15,70424";"56,90816";"56,64739"
"17572";"Malmbäck";\N;"Före 1886 hörde till Tveta härad Göstorp, Kansjö by, Floeryd, Slätteryd och Botarp som hörde till Forserums jordebokssocken (Wikipedia). Härad: Västra";"Småland";"parish";"socken";"57,57427";"14,45247";"10674";"14,58018";"14,31394";"57,6601";"57,48713"
"17573";"Marbäck";\N;"Härad: Norra Vedbo";"Småland";"parish";"socken";"57,87807";"14,89532";"6904";"14,99749";"14,80486";"57,92076";"57,82549"
"17574";"Markaryd";\N;"Härad: Sunnerbo. Markaryds köping räknas här som en del av Markaryds socken.";"Småland";"parish";"socken";"56,46743";"13,58685";"11557";"13,7693";"13,44976";"56,53316";"56,40379"
"17575";"Mellby";\N;"Härad: Vedbo";"Småland";"parish";"socken";"57,54102";"15,1161";"7317";"15,22662";"15,02273";"57,57841";"57,48579"
"17576";"Mistelås";\N;"Härad: Allbo";"Småland";"parish";"socken";"57,02408";"14,3839";"8497";"14,44085";"14,33063";"57,09031";"56,94781"
"17577";"Misterhult";"Figeholm";"Figeholms köping utbröts ur landskommunen 1878 och inkorporerades 1952. Härad: Tunalän. Figeholms köping räknas här som en del av Misterhults socken.";"Småland";"parish";"socken";"57,43292";"16,68636";"30069";"17,02263";"16,3116";"57,61575";"57,16622"
"17578";"Moheda";\N;"Härad: Allbo";"Småland";"parish";"socken";"57,03839";"14,57692";"9562";"14,64758";"14,50624";"57,11515";"56,96126"
"17579";"Mortorp";"Motorp";"1847 utbröts Oskars församling, som från början av 1700-talet utgjort och blivit kallad Mortorps kapellförsamling. Gårdsryd överfördes 1860 till Sankt Sigfrids kyrksocken och 1880 till den då bildade Sankt Sigfrids jordebokssocken. Den del av byn Väntorp som hörde till Mortorps socken överfördes i alla avseenden till Arby socken 1884 (Wikipedia). Härad: Södra Möre";"Småland";"parish";"socken";"56,62759";"15,98864";"8866";"16,11876";"15,8817";"56,69188";"56,57725"
"17580";"Mulseryd";"Mulserud";"Härad: Mo";"Småland";"parish";"socken";"57,70951";"13,84125";"13047";"14,0335";"13,6942";"57,77756";"57,60736"
"17581";"Myresjö";\N;"Härad: Östra";"Småland";"parish";"socken";"57,3666";"14,99098";"10707";"15,06813";"14,90849";"57,45682";"57,30928"
"17582";"Målilla";"Målilla med Gårdveda, Molilla";"År 1830 bildade socknen en gemensam församling med Gårdveda socken, Målilla med Gårdveda församling. Härad: Aspeland";"Småland";"parish";"socken";"57,43438";"15,79877";"13546";"16,01668";"15,61649";"57,52765";"57,3544"
"17583";"Månsarp";\N;"Härad: Tveta";"Småland";"parish";"socken";"57,65848";"14,05547";"6894";"14,1417";"13,96136";"57,70539";"57,61167"
"17584";"Mönsterås";\N;"Härad: Stranda. Mönsterås köping räknas här som en del av socknen.";"Småland";"parish";"socken";"57,06729";"16,55253";"16892";"16,76389";"16,28385";"57,16622";"56,96394"
"17585";"Mörlunda";\N;"Byn Sadeshult och Bo(da)kulla överfördes kameralt och kyrkligt till Fagerhults socken 1807. Smälterum överfört till Döderhult 1826. Byn Åskögle överfördes till Kristdala socken 1884 (Wikipedia). Härad: Aspeland";"Småland";"parish";"socken";"57,30753";"15,91647";"15512";"16,05317";"15,69855";"57,40322";"57,20158"
"17586";"Norra Hestra";"Hestra, Norra Hästra, Hästra";"Härad: Mo";"Småland";"parish";"socken";"57,42861";"13,57125";"5652";"13,63201";"13,5043";"57,47872";"57,39079"
"17587";"Norra Sandsjö";"Bodafors, Sandsjö";"1930 bröts ett område i västra delen av kommunen ut för att bilda Bodafors köping (Wikipedia). Härad: Västra. Bodafors köping räknas här som en del av Norra Sandsjö socken.";"Småland";"parish";"socken";"57,498";"14,75776";"12114";"14,86129";"14,65843";"57,60597";"57,40331"
"17588";"Norra Solberga";"Solberga";"Härad: Södra Vedbo";"Småland";"parish";"socken";"57,69524";"14,80645";"8722";"14,9183";"14,69601";"57,7537";"57,61737"
"17589";"Norra Unnaryd";"Unnaryd";"Härad: Mo";"Småland";"parish";"socken";"57,61545";"13,75283";"8087";"13,881";"13,63652";"57,67843";"57,55523"
"17590";"Norrahammar";"Sandseryd";"1943 ombildades Sandseryds landskommun till Norrahammars köping. Här räknas Sandseryds socken som en del av Norrahammars köping.";"Småland";"town/borough";"köping";"57,72877";"14,07336";\N;\N;\N;\N;\N
"17591";"Nottebäck";"Nottebäck med Granhult";"Nottebäck var en egen kyrksocken fram till 1837 när den slogs samman med Granhults församling och bildade Nottebäck med Granhults församling (Wikipedia). Härad: Uppvidinge";"Småland";"parish";"socken";"57,12778";"15,2146";"15061";"15,42272";"15,06371";"57,23856";"57,05057"
"17592";"Nybro";\N;"Nybro bildade enligt beslut 1865 en municipalköping i Madesjö landskommun och socken. 1880 bröts Nybro köping ut ur Madesjö landskommun för att bilda en egen kommun. Nybro stad bildades 1932 genom en ombildning av Nybro köping (Wikipedia).";"Småland";"town/borough";"stad";"56,73769";"15,93334";"4136";"15,9841";"15,87466";"56,75734";"56,71337"
"17593";"Nydala";"Nydahla";"Härad: Västra";"Småland";"parish";"socken";"57,28219";"14,35088";"13495";"14,44363";"14,25343";"57,38242";"57,16125"
"17594";"Nye";\N;"Härad: Östra";"Småland";"parish";"socken";"57,33859";"15,26325";"7026";"15,36369";"15,16435";"57,36968";"57,30201"
"17595";"Näsby";\N;"Härad: Östra";"Småland";"parish";"socken";"57,44808";"14,98167";"7074";"15,04216";"14,91328";"57,50461";"57,39015"
"17596";"Näshult";\N;"Härad: Östra";"Småland";"parish";"socken";"57,24918";"15,41591";"8208";"15,52806";"15,28093";"57,31507";"57,20067"
"17597";"Nässjö";"Nexjö, Nexiö";"Nässjö köping bröts ut 1890. Socknen uppgick 1948 till Nässjö stad (Wikipedia). Härad: Tveta. Här räknas köpingen/staden som en del av Nässjö socken.";"Småland";"parish";"socken";"57,63064";"14,72214";"13814";"14,86684";"14,61844";"57,73687";"57,52469"
"17598";"Nävelsjö";"Näfvelsjö";"Före 1885 hörde delar till Västra härad och Norra Sandsjö jordebokssocken: Lilla Bohult, Brantås, Ingarp, Lida, Nävelsjöås, Nöbbeled, Nöbbeledholm, Släthult, Spegelstorp, Varhester eller Malhester samt Ebbarp (Wikipedia). Härad: Östra";"Småland";"parish";"socken";"57,43462";"14,87811";"7055";"14,94198";"14,81631";"57,49588";"57,3829"
"17599";"Nöbbele";"Nöbbeled";"Härad: Konga";"Småland";"parish";"socken";"56,69108";"15,04882";"9316";"15,14094";"14,93592";"56,76797";"56,60834"
"17600";"Nöttja";\N;"Härad: Sunnerbo";"Småland";"parish";"socken";"56,69448";"13,73093";"8474";"13,83558";"13,64093";"56,745";"56,64645"
"17601";"Odensjö";\N;"Härad: Sunnerbo";"Småland";"parish";"socken";"56,84601";"13,57891";"9748";"13,69514";"13,43931";"56,91355";"56,77688"
"17602";"Odensvi";\N;"Härad: Södra Tjusts";"Småland";"parish";"socken";"57,91374";"16,14718";"9677";"16,28025";"16,01899";"57,97834";"57,83005"
"17603";"Ormesberga";\N;"Härad: Norrvidinge";"Småland";"parish";"socken";"57,01513";"14,71711";"3844";"14,76395";"14,67297";"57,04255";"56,98062"
"17604";"Oskar";\N;"1847 blev församlingen egen annexförsamling med namnet Oskar, utbrutet från Mortorps socken. Först 1880 blev dock Oskars socken egen jordebokssocken (Wikipedia). Härad: Södra Möre";"Småland";"parish";"socken";"56,62744";"15,82542";"8100";"15,93952";"15,69378";"56,66903";"56,58525"
"17605";"Oskarshamn";"Döderhultsvik, Oscarshamn";"1854 fick Döderhultsviks lydköping stadsrättigheter. 1856 skapades staden Oskarshamn och fick stadsrättigheter (Wikipedia)";"Småland";"town/borough";"stad";"57,26573";"16,47546";"5306";"16,52665";"16,41543";"57,29991";"57,22044"
"17606";"Pelarne";\N;"Byn Mossnästorp överfördes 1883 från Södra Vi socken till Pelarne (Wikipedia). Härad: Sevede";"Småland";"parish";"socken";"57,61398";"15,71325";"9293";"15,81737";"15,6034";"57,68473";"57,57246"
"17607";"Pjätteryd";"Pjetteryd";"Härad: Sunnerbo";"Småland";"parish";"socken";"56,62947";"14,05794";"9522";"14,1465";"13,95551";"56,71493";"56,55476"
"17608";"Ramkvilla";"Ramqvilla";"Härad: Västra";"Småland";"parish";"socken";"57,19368";"14,9514";"8547";"15,07677";"14,83431";"57,24861";"57,13332"
"17609";"Reftele";"Refteled";"Härad: Västbo";"Småland";"parish";"socken";"57,17868";"13,56374";"11362";"13,67603";"13,45036";"57,26823";"57,09647"
"17610";"Rogberga";\N;"Härad: Tveta";"Småland";"parish";"socken";"57,70339";"14,28101";"7830";"14,35153";"14,20942";"57,77368";"57,64415"
"17611";"Rumskulla";\N;"Härad: Sevede. Halva socknen ligger i Östergötland.";"Småland";"parish";"socken";"57,70173";"15,56275";"11177";"15,6885";"15,42054";"57,7726";"57,62016"
"17612";"Rydaholm";\N;"Härad: Östbo";"Småland";"parish";"socken";"56,98903";"14,27654";"13044";"14,39492";"14,13421";"57,10608";"56,87919"
"17613";"Ryssby [Kalmar kommun]";"Ryssby";"Fram till 1733 omfattade socknen även norra delen av Bäckebo socken (Wikipedia). Härad: Norra Möre";"Småland";"parish";"socken";"56,84255";"16,37849";"14783";\N;\N;\N;\N
"17614";"Ryssby [Ljungby kommun]";"Ryssby";"Härad: Sunnerbo.";"Småland";"parish";"socken";"56,85765";"14,18777";"12020";\N;\N;\N;\N
"17615";"Sandvik";\N;"Härad: Västbo";"Småland";"parish";"socken";"57,17239";"13,17295";"7149";"13,25823";"13,08071";"57,21304";"57,12861"
"17616";"Sankt Sigfrid";"Sigfrid, S:t Sigfrid";"Sankt Sigfrids socken bildades 1856 som annexkyrksocken till Ljungby socken. Först 1880 utbildades den till en egen jordebokssocken. 1856 hade byarna Bläsemåla, Bosgård, Brorsryd, Brändebo, Fjälebo, Gisslabo, Gräne, Kimramåla, Kortemåla, Krukebo, Kulla, Kyrkeryd, Källebäck, Mölebo, Västrakulla och Överstatorp överförts från Ljungby socken till Sankt Sigfrids socken. 1860 överfördes även byn Gårdsryd från Mortorps socken (Wikipedia). Härad: Södra Möre";"Småland";"parish";"socken";"56,6962";"16,00591";"7124";"16,08565";"15,91814";"56,75672";"56,66132"
"17617";"Sjösås";\N;"Härad: Uppvidinge";"Småland";"parish";"socken";"57,10645";"15,07604";"10543";"15,15519";"14,9972";"57,18148";"57,02031"
"17618";"Skatelöv";"Skatelöf";"Härad: Allbo och Kinnevald";"Småland";"parish";"socken";"56,73878";"14,56284";"14231";"14,67851";"14,38694";"56,80755";"56,6251"
"17619";"Skede";\N;"Härad: Östra";"Småland";"parish";"socken";"57,48557";"15,20533";"10028";"15,37238";"15,09024";"57,53242";"57,42607"
"17620";"Skepperstad";\N;"Härad: Västra";"Småland";"parish";"socken";"57,33085";"14,77254";"9039";"14,82833";"14,70595";"57,37973";"57,24971"
"17621";"Skirö";"Schirö";"Härad: Östra";"Småland";"parish";"socken";"57,36445";"15,40362";"6884";"15,51801";"15,30755";"57,40479";"57,32364"
"17622";"Skärstad";\N;"Härad: Vista";"Småland";"parish";"socken";"57,87935";"14,35752";"8953";"14,48511";"14,26023";"57,94616";"57,82303"
"17623";"Slätthög";\N;"Härad: Allbo";"Småland";"parish";"socken";"57,07569";"14,44962";"11490";"14,53503";"14,33738";"57,16338";"56,97253"
"17624";"Stenberga";\N;"Härad: Östra";"Småland";"parish";"socken";"57,31825";"15,44221";"5535";"15,52176";"15,35457";"57,35974";"57,27069"
"17625";"Stenbrohult";"Älmhult";"Älmhults köping bildades 1901 genom en utbrytning ur Stenbrohults landskommun (Wikipedia). Härad: Allbo. Älmhults köping räknas här som en del av Stenbrohults socken.";"Småland";"parish";"socken";"56,61607";"14,19514";"15254";"14,29917";"14,06267";"56,74308";"56,50559"
"17626";"Stengårdshult";\N;"Härad: Mo";"Småland";"parish";"socken";"57,53771";"13,83164";"8978";"13,91061";"13,71725";"57,61415";"57,46456"
"17627";"Stockaryd";\N;"Härad: Västra";"Småland";"parish";"socken";"57,2981";"14,5977";"8940";"14,64708";"14,52869";"57,35871";"57,21816"
"17628";"Svarttorp";"Svartorp";"Härad: Tveta";"Småland";"parish";"socken";"57,83132";"14,44515";"6996";"14,51453";"14,35225";"57,89106";"57,78615"
"17629";"Svenarum";"Svennarum, Swenarum";"Härad: Västra";"Småland";"parish";"socken";"57,4649";"14,31162";"12171";"14,45313";"14,20538";"57,56349";"57,35852"
"17630";"Sävsjö";"Norra Ljunga, Vallsjö, Säfsjö, Wallsjö, Hjärtlanda";"Sävsjö stad bildades 1947 genom en ombildning av Norra Ljunga landskommun och Vallsjö landskommun samt Sävsjö municipalsamhälle  (Wikipedia). Norra Ljunga socken ombildades 1947 till Sävsjö stad (Wikipedia), Vallsjö socken ombildades 1947 till Sävsjö stad (Wikipedia). Norra Ljuna och Vallsjö socken räknas här som en del av Sävsjö stad. Här räknas Hjärtlanda socken som en del av Sävsjö stad.";"Småland";"town/borough";"stad";"57,38409";"14,6687";"9597";"14,8246";"14,53395";"57,43424";"57,33013"
"17631";"Söderåkra";"Bergkvara";"Härad: Södra Möre. Här räknas Bergkvara lydköping som en del av Söderåkra socken.";"Småland";"parish";"socken";"56,39775";"16,07423";"17018";"16,25056";"15,95637";"56,52651";"56,29741"
"17632";"Södra Hestra";"Hestra";"Härad: Västbo";"Småland";"parish";"socken";"57,12039";"13,23673";"12718";"13,35763";"13,11329";"57,17673";"57,02514"
"17633";"Södra Ljunga";"Ljunga";"Härad: Sunnerbo";"Småland";"parish";"socken";"56,74302";"14,00126";"8794";"14,11108";"13,90197";"56,81408";"56,67185"
